location_code,location_name,admin1_code,admin1_name,event_type,events,fatalities,year,reference_period_start,reference_period_end,lon,lat
SDN,Sudan,SD-WK,West Kordofan,Violence against civilians,10,32,2023,2023-01-01,2023-12-31,28.4,11.78
SDN,Sudan,SD-WK,West Kordofan,Explosions/Remote violence,8,27,2023,2023-01-01,2023-12-31,28.4,11.78
SDN,Sudan,SD-WK,West Kordofan,Riots,7,1,2023,2023-01-01,2023-12-31,28.4,11.78
SDN,Sudan,SD-WK,West Kordofan,Protests,7,0,2023,2023-01-01,2023-12-31,28.4,11.78
SDN,Sudan,SD-WH,White Nile,Battles,11,20,2023,2023-01-01,2023-12-31,32.5,12.7
SDN,Sudan,SD-WH,White Nile,Violence against civilians,19,62,2023,2023-01-01,2023-12-31,32.5,12.7
SDN,Sudan,SD-WH,White Nile,Explosions/Remote violence,8,23,2023,2023-01-01,2023-12-31,32.5,12.7
SDN,Sudan,SD-WH,White Nile,Riots,8,0,2023,2023-01-01,2023-12-31,32.5,12.7
SDN,Sudan,SD-WH,White Nile,Protests,4,0,2023,2023-01-01,2023-12-31,32.5,12.7
SDN,Sudan,SD-SI,Sennar,Battles,20,76,2023,2023-01-01,2023-12-31,33.93,13.55
SDN,Sudan,SD-SI,Sennar,Violence against civilians,18,58,2023,2023-01-01,2023-12-31,33.93,13.55
SDN,Sudan,SD-SI,Sennar,Explosions/Remote violence,10,30,2023,2023-01-01,2023-12-31,33.93,13.55
SDN,Sudan,SD-SI,Sennar,Riots,6,0,2023,2023-01-01,2023-12-31,33.93,13.55
SDN,Sudan,SD-SI,Sennar,Protests,5,0,2023,2023-01-01,2023-12-31,33.93,13.55
SDN,Sudan,SD-GD,Blue Nile,Battles,17,41,2023,2023-01-01,2023-12-31,34.35,11.5
SDN,Sudan,SD-GD,Blue Nile,Violence against civilians,8,8,2023,2023-01-01,2023-12-31,34.35,11.5
SDN,Sudan,SD-GD,Blue Nile,Explosions/Remote violence,5,19,2023,2023-01-01,2023-12-31,34.35,11.5
SDN,Sudan,SD-GD,Blue Nile,Riots,3,0,2023,2023-01-01,2023-12-31,34.35,11.5
SDN,Sudan,SD-GD,Blue Nile,Protests,5,1,2023,2023-01-01,2023-12-31,34.35,11.5
SDN,Sudan,SD-AJ,Al Jazirah,Battles,9,32,2023,2023-01-01,2023-12-31,33.1,14.85
SDN,Sudan,SD-AJ,Al Jazirah,Violence against civilians,7,14,2023,2023-01-01,2023-12-31,33.1,14.85
SDN,Sudan,SD-AJ,Al Jazirah,Explosions/Remote violence,4,15,2023,2023-01-01,2023-12-31,33.1,14.85
SDN,Sudan,SD-AJ,Al Jazirah,Riots,5,1,2023,2023-01-01,2023-12-31,33.1,14.85
SDN,Sudan,SD-AJ,Al Jazirah,Protests,2,0,2023,2023-01-01,2023-12-31,33.1,14.85
SDN,Sudan,SD-KH,Khartoum,Battles,21,47,2024,2024-01-01,2024-12-31,32.53,15.59
SDN,Sudan,SD-KH,Khartoum,Violence against civilians,19,66,2024,2024-01-01,2024-12-31,32.53,15.59
SDN,Sudan,SD-KH,Khartoum,Explosions/Remote violence,14,36,2024,2024-01-01,2024-12-31,32.53,15.59
SDN,Sudan,SD-KH,Khartoum,Riots,8,1,2024,2024-01-01,2024-12-31,32.53,15.59
SDN,Sudan,SD-KH,Khartoum,Protests,8,2,2024,2024-01-01,2024-12-31,32.53,15.59
SDN,Sudan,SD-GZ,Gezira,Battles,26,115,2024,2024-01-01,2024-12-31,33.43,14.38
SDN,Sudan,SD-GZ,Gezira,Violence against civilians,16,26,2024,2024-01-01,2024-12-31,33.43,14.38
SDN,Sudan,SD-GZ,Gezira,Explosions/Remote violence,10,26,2024,2024-01-01,2024-12-31,33.43,14.38
SDN,Sudan,SD-GZ,Gezira,Riots,10,2,2024,2024-01-01,2024-12-31,33.43,14.38
SDN,Sudan,SD-GZ,Gezira,Protests,7,0,2024,2024-01-01,2024-12-31,33.43,14.38
SDN,Sudan,SD-KA,Kassala,Battles,12,47,2024,2024-01-01,2024-12-31,36.4,15.45
SDN,Sudan,SD-KA,Kassala,Violence against civilians,10,9,2024,2024-01-01,2024-12-31,36.4,15.45
SDN,Sudan,SD-KA,Kassala,Explosions/Remote violence,8,31,2024,2024-01-01,2024-12-31,36.4,15.45
SDN,Sudan,SD-KA,Kassala,Riots,3,0,2024,2024-01-01,2024-12-31,36.4,15.45
SDN,Sudan,SD-KA,Kassala,Protests,3,0,2024,2024-01-01,2024-12-31,36.4,15.45
SDN,Sudan,SD-RS,Red Sea,Battles,10,42,2024,2024-01-01,2024-12-31,37.22,19.62
SDN,Sudan,SD-RS,Red Sea,Violence against civilians,7,16,2024,2024-01-01,2024-12-31,37.22,19.62
SDN,Sudan,SD-RS,Red Sea,Explosions/Remote violence,5,3,2024,2024-01-01,2024-12-31,37.22,19.62
SDN,Sudan,SD-RS,Red Sea,Riots,2,0,2024,2024-01-01,2024-12-31,37.22,19.62
SDN,Sudan,SD-RS,Red Sea,Protests,3,0,2024,2024-01-01,2024-12-31,37.22,19.62
SDN,Sudan,SD-NO,Northern,Battles,8,33,2024,2024-01-01,2024-12-31,30.35,19.17
SDN,Sudan,SD-NO,Northern,Violence against civilians,14,43,2024,2024-01-01,2024-12-31,30.35,19.17
SDN,Sudan,SD-NO,Northern,Explosions/Remote violence,8,8,2024,2024-01-01,2024-12-31,30.35,19.17
SDN,Sudan,SD-NO,Northern,Riots,4,0,2024,2024-01-01,2024-12-31,30.35,19.17
SDN,Sudan,SD-NO,Northern,Protests,4,0,2024,2024-01-01,2024-12-31,30.35,19.17
SDN,Sudan,SD-RV,River Nile,Battles,14,7,2024,2024-01-01,2024-12-31,33.43,17.61
SDN,Sudan,SD-RV,River Nile,Violence against civilians,9,13,2024,2024-01-01,2024-12-31,33.43,17.61
SDN,Sudan,SD-RV,River Nile,Explosions/Remote violence,11,29,2024,2024-01-01,2024-12-31,33.43,17.61
SDN,Sudan,SD-RV,River Nile,Riots,7,1,2024,2024-01-01,2024-12-31,33.43,17.61
SDN,Sudan,SD-RV,River Nile,Protests,3,0,2024,2024-01-01,2024-12-31,33.43,17.61
SDN,Sudan,SD-NB,North Darfur,Battles,19,41,2024,2024-01-01,2024-12-31,24.88,14.65
SDN,Sudan,SD-NB,North Darfur,Violence against civilians,32,74,2024,2024-01-01,2024-12-31,24.88,14.65
SDN,Sudan,SD-NB,North Darfur,Explosions/Remote violence,12,49,2024,2024-01-01,2024-12-31,24.88,14.65
SDN,Sudan,SD-NB,North Darfur,Riots,12,0,2024,2024-01-01,2024-12-31,24.88,14.65
SDN,Sudan,SD-NB,North Darfur,Protests,10,0,2024,2024-01-01,2024-12-31,24.88,14.65
SDN,Sudan,SD-SB,South Darfur,Battles,22,65,2024,2024-01-01,2024-12-31,24.88,11.5
SDN,Sudan,SD-SB,South Darfur,Violence against civilians,16,34,2024,2024-01-01,2024-12-31,24.88,11.5
SDN,Sudan,SD-SB,South Darfur,Explosions/Remote violence,15,12,2024,2024-01-01,2024-12-31,24.88,11.5
SDN,Sudan,SD-SB,South Darfur,Riots,12,0,2024,2024-01-01,2024-12-31,24.88,11.5
SDN,Sudan,SD-SB,South Darfur,Protests,8,1,2024,2024-01-01,2024-12-31,24.88,11.5
SDN,Sudan,SD-WB,West Darfur,Battles,50,103,2024,2024-01-01,2024-12-31,22.45,12.9
SDN,Sudan,SD-WB,West Darfur,Violence against civilians,41,124,2024,2024-01-01,2024-12-31,22.45,12.9
SDN,Sudan,SD-WB,West Darfur,Explosions/Remote violence,37,56,2024,2024-01-01,2024-12-31,22.45,12.9
SDN,Sudan,SD-WB,West Darfur,Riots,11,2,2024,2024-01-01,2024-12-31,22.45,12.9
SDN,Sudan,SD-WB,West Darfur,Protests,13,2,2024,2024-01-01,2024-12-31,22.45,12.9
SDN,Sudan,SD-CB,Central Darfur,Battles,41,141,2024,2024-01-01,2024-12-31,23.65,12.9
SDN,Sudan,SD-CB,Central Darfur,Violence against civilians,26,17,2024,2024-01-01,2024-12-31,23.65,12.9
SDN,Sudan,SD-CB,Central Darfur,Explosions/Remote violence,20,75,2024,2024-01-01,2024-12-31,23.65,12.9
SDN,Sudan,SD-CB,Central Darfur,Riots,9,2,2024,2024-01-01,2024-12-31,23.65,12.9
SDN,Sudan,SD-CB,Central Darfur,Protests,10,2,2024,2024-01-01,2024-12-31,23.65,12.9
SDN,Sudan,SD-EB,East Darfur,Battles,18,13,2024,2024-01-01,2024-12-31,25.95,11.45
SDN,Sudan,SD-EB,East Darfur,Violence against civilians,15,34,2024,2024-01-01,2024-12-31,25.95,11.45
SDN,Sudan,SD-EB,East Darfur,Explosions/Remote violence,7,4,2024,2024-01-01,2024-12-31,25.95,11.45
SDN,Sudan,SD-EB,East Darfur,Riots,4,0,2024,2024-01-01,2024-12-31,25.95,11.45
SDN,Sudan,SD-EB,East Darfur,Protests,6,0,2024,2024-01-01,2024-12-31,25.95,11.45
SDN,Sudan,SD-NK,North Kordofan,Battles,18,27,2024,2024-01-01,2024-12-31,30.21,13.18
SDN,Sudan,SD-NK,North Kordofan,Violence against civilians,18,22,2024,2024-01-01,2024-12-31,30.21,13.18
SDN,Sudan,SD-NK,North Kordofan,Explosions/Remote violence,8,28,2024,2024-01-01,2024-12-31,30.21,13.18
SDN,Sudan,SD-NK,North Kordofan,Riots,8,0,2024,2024-01-01,2024-12-31,30.21,13.18
SDN,Sudan,SD-NK,North Kordofan,Protests,4,0,2024,2024-01-01,2024-12-31,30.21,13.18
SDN,Sudan,SD-SK,South Kordofan,Battles,37,150,2024,2024-01-01,2024-12-31,29.69,11.02
SDN,Sudan,SD-SK,South Kordofan,Violence against civilians,24,105,2024,2024-01-01,2024-12-31,29.69,11.02
SDN,Sudan,SD-SK,South Kordofan,Explosions/Remote violence,17,42,2024,2024-01-01,2024-12-31,29.69,11.02
SDN,Sudan,SD-SK,South Kordofan,Riots,15,2,2024,2024-01-01,2024-12-31,29.69,11.02
SDN,Sudan,SD-SK,South Kordofan,Protests,12,2,2024,2024-01-01,2024-12-31,29.69,11.02
SDN,Sudan,SD-WK,West Kordofan,Battles,11,41,2024,2024-01-01,2024-12-31,28.4,11.78
SDN,Sudan,SD-WK,West Kordofan,Violence against civilians,9,16,2024,2024-01-01,2024-12-31,28.4,11.78
SDN,Sudan,SD-WK,West Kordofan,Explosions/Remote violence,4,12,2024,2024-01-01,2024-12-31,28.4,11.78
SDN,Sudan,SD-WK,West Kordofan,Riots,3,0,2024,2024-01-01,2024-12-31,28.4,11.78
SDN,Sudan,SD-WK,West Kordofan,Protests,3,0,2024,2024-01-01,2024-12-31,28.4,11.78
SDN,Sudan,SD-WH,White Nile,Battles,8,31,2024,2024-01-01,2024-12-31,32.5,12.7
SDN,Sudan,SD-WH,White Nile,Violence against civilians,9,40,2024,2024-01-01,2024-12-31,32.5,12.7
SDN,Sudan,SD-WH,White Nile,Explosions/Remote violence,6,26,2024,2024-01-01,2024-12-31,32.5,12.7
SDN,Sudan,SD-WH,White Nile,Riots,6,0,2024,2024-01-01,2024-12-31,32.5,12.7
SDN,Sudan,SD-WH,White Nile,Protests,4,0,2024,2024-01-01,2024-12-31,32.5,12.7
SDN,Sudan,SD-SI,Sennar,Battles,18,77,2024,2024-01-01,2024-12-31,33.93,13.55
SDN,Sudan,SD-SI,Sennar,Violence against civilians,10,29,2024,2024-01-01,2024-12-31,33.93,13.55
SDN,Sudan,SD-SI,Sennar,Explosions/Remote violence,11,7,2024,2024-01-01,2024-12-31,33.93,13.55
SDN,Sudan,SD-SI,Sennar,Riots,4,0,2024,2024-01-01,2024-12-31,33.93,13.55
SDN,Sudan,SD-SI,Sennar,Protests,4,0,2024,2024-01-01,2024-12-31,33.93,13.55
SDN,Sudan,SD-GD,Blue Nile,Battles,15,48,2024,2024-01-01,2024-12-31,34.35,11.5
SDN,Sudan,SD-GD,Blue Nile,Violence against civilians,16,31,2024,2024-01-01,2024-12-31,34.35,11.5
SDN,Sudan,SD-GD,Blue Nile,Explosions/Remote violence,9,25,2024,2024-01-01,2024-12-31,34.35,11.5
SDN,Sudan,SD-GD,Blue Nile,Riots,5,0,2024,2024-01-01,2024-12-31,34.35,11.5
SDN,Sudan,SD-GD,Blue Nile,Protests,5,0,2024,2024-01-01,2024-12-31,34.35,11.5
SDN,Sudan,SD-AJ,Al Jazirah,Battles,12,29,2024,2024-01-01,2024-12-31,33.1,14.85
SDN,Sudan,SD-AJ,Al Jazirah,Violence against civilians,8,21,2024,2024-01-01,2024-12-31,33.1,14.85
SDN,Sudan,SD-AJ,Al Jazirah,Explosions/Remote violence,5,7,2024,2024-01-01,2024-12-31,33.1,14.85
SDN,Sudan,SD-AJ,Al Jazirah,Riots,4,1,2024,2024-01-01,2024-12-31,33.1,14.85
SDN,Sudan,SD-AJ,Al Jazirah,Protests,3,0,2024,2024-01-01,2024-12-31,33.1,14.85
SDN,Sudan,SD-KH,Khartoum,Battles,24,55,2025,2025-01-01,2025-12-31,32.53,15.59
SDN,Sudan,SD-KH,Khartoum,Violence against civilians,22,50,2025,2025-01-01,2025-12-31,32.53,15.59
SDN,Sudan,SD-KH,Khartoum,Explosions/Remote violence,7,22,2025,2025-01-01,2025-12-31,32.53,15.59
SDN,Sudan,SD-KH,Khartoum,Riots,9,0,2025,2025-01-01,2025-12-31,32.53,15.59
SDN,Sudan,SD-KH,Khartoum,Protests,5,0,2025,2025-01-01,2025-12-31,32.53,15.59
SDN,Sudan,SD-GZ,Gezira,Battles,29,113,2025,2025-01-01,2025-12-31,33.43,14.38
SDN,Sudan,SD-GZ,Gezira,Violence against civilians,23,96,2025,2025-01-01,2025-12-31,33.43,14.38
SDN,Sudan,SD-GZ,Gezira,Explosions/Remote violence,14,51,2025,2025-01-01,2025-12-31,33.43,14.38
SDN,Sudan,SD-GZ,Gezira,Riots,8,0,2025,2025-01-01,2025-12-31,33.43,14.38
SDN,Sudan,SD-GZ,Gezira,Protests,5,0,2025,2025-01-01,2025-12-31,33.43,14.38
SDN,Sudan,SD-KA,Kassala,Battles,10,27,2025,2025-01-01,2025-12-31,36.4,15.45
SDN,Sudan,SD-KA,Kassala,Violence against civilians,12,44,2025,2025-01-01,2025-12-31,36.4,15.45
SDN,Sudan,SD-KA,Kassala,Explosions/Remote violence,9,26,2025,2025-01-01,2025-12-31,36.4,15.45
SDN,Sudan,SD-KA,Kassala,Riots,4,0,2025,2025-01-01,2025-12-31,36.4,15.45
SDN,Sudan,SD-KA,Kassala,Protests,7,1,2025,2025-01-01,2025-12-31,36.4,15.45
SDN,Sudan,SD-RS,Red Sea,Battles,17,64,2025,2025-01-01,2025-12-31,37.22,19.62
SDN,Sudan,SD-RS,Red Sea,Violence against civilians,8,35,2025,2025-01-01,2025-12-31,37.22,19.62
SDN,Sudan,SD-RS,Red Sea,Explosions/Remote violence,9,20,2025,2025-01-01,2025-12-31,37.22,19.62
SDN,Sudan,SD-RS,Red Sea,Riots,6,0,2025,2025-01-01,2025-12-31,37.22,19.62
SDN,Sudan,SD-RS,Red Sea,Protests,6,1,2025,2025-01-01,2025-12-31,37.22,19.62
SDN,Sudan,SD-NO,Northern,Battles,11,48,2025,2025-01-01,2025-12-31,30.35,19.17
SDN,Sudan,SD-NO,Northern,Violence against civilians,12,49,2025,2025-01-01,2025-12-31,30.35,19.17
SDN,Sudan,SD-NO,Northern,Explosions/Remote violence,5,4,2025,2025-01-01,2025-12-31,30.35,19.17
SDN,Sudan,SD-NO,Northern,Riots,4,0,2025,2025-01-01,2025-12-31,30.35,19.17
SDN,Sudan,SD-NO,Northern,Protests,4,0,2025,2025-01-01,2025-12-31,30.35,19.17
SDN,Sudan,SD-RV,River Nile,Battles,16,65,2025,2025-01-01,2025-12-31,33.43,17.61
SDN,Sudan,SD-RV,River Nile,Violence against civilians,14,21,2025,2025-01-01,2025-12-31,33.43,17.61
SDN,Sudan,SD-RV,River Nile,Explosions/Remote violence,8,21,2025,2025-01-01,2025-12-31,33.43,17.61
SDN,Sudan,SD-RV,River Nile,Riots,3,0,2025,2025-01-01,2025-12-31,33.43,17.61
SDN,Sudan,SD-RV,River Nile,Protests,4,0,2025,2025-01-01,2025-12-31,33.43,17.61
SDN,Sudan,SD-NB,North Darfur,Battles,38,42,2025,2025-01-01,2025-12-31,24.88,14.65
SDN,Sudan,SD-NB,North Darfur,Violence against civilians,28,94,2025,2025-01-01,2025-12-31,24.88,14.65
SDN,Sudan,SD-NB,North Darfur,Explosions/Remote violence,17,65,2025,2025-01-01,2025-12-31,24.88,14.65
SDN,Sudan,SD-NB,North Darfur,Riots,11,2,2025,2025-01-01,2025-12-31,24.88,14.65
SDN,Sudan,SD-NB,North Darfur,Protests,5,0,2025,2025-01-01,2025-12-31,24.88,14.65
SDN,Sudan,SD-SB,South Darfur,Battles,36,111,2025,2025-01-01,2025-12-31,24.88,11.5
SDN,Sudan,SD-SB,South Darfur,Violence against civilians,36,77,2025,2025-01-01,2025-12-31,24.88,11.5
SDN,Sudan,SD-SB,South Darfur,Explosions/Remote violence,21,52,2025,2025-01-01,2025-12-31,24.88,11.5
SDN,Sudan,SD-SB,South Darfur,Riots,14,1,2025,2025-01-01,2025-12-31,24.88,11.5
SDN,Sudan,SD-SB,South Darfur,Protests,14,2,2025,2025-01-01,2025-12-31,24.88,11.5
SDN,Sudan,SD-WB,West Darfur,Battles,51,86,2025,2025-01-01,2025-12-31,22.45,12.9
SDN,Sudan,SD-WB,West Darfur,Violence against civilians,26,19,2025,2025-01-01,2025-12-31,22.45,12.9
SDN,Sudan,SD-WB,West Darfur,Explosions/Remote violence,24,58,2025,2025-01-01,2025-12-31,22.45,12.9
SDN,Sudan,SD-WB,West Darfur,Riots,13,2,2025,2025-01-01,2025-12-31,22.45,12.9
SDN,Sudan,SD-WB,West Darfur,Protests,12,2,2025,2025-01-01,2025-12-31,22.45,12.9
SDN,Sudan,SD-CB,Central Darfur,Battles,47,206,2025,2025-01-01,2025-12-31,23.65,12.9
SDN,Sudan,SD-CB,Central Darfur,Violence against civilians,23,45,2025,2025-01-01,2025-12-31,23.65,12.9
SDN,Sudan,SD-CB,Central Darfur,Explosions/Remote violence,22,39,2025,2025-01-01,2025-12-31,23.65,12.9
SDN,Sudan,SD-CB,Central Darfur,Riots,13,1,2025,2025-01-01,2025-12-31,23.65,12.9
SDN,Sudan,SD-CB,Central Darfur,Protests,9,0,2025,2025-01-01,2025-12-31,23.65,12.9
SDN,Sudan,SD-EB,East Darfur,Battles,11,32,2025,2025-01-01,2025-12-31,25.95,11.45
SDN,Sudan,SD-EB,East Darfur,Violence against civilians,8,31,2025,2025-01-01,2025-12-31,25.95,11.45
SDN,Sudan,SD-EB,East Darfur,Explosions/Remote violence,5,9,2025,2025-01-01,2025-12-31,25.95,11.45
SDN,Sudan,SD-EB,East Darfur,Riots,5,0,2025,2025-01-01,2025-12-31,25.95,11.45
SDN,Sudan,SD-EB,East Darfur,Protests,4,0,2025,2025-01-01,2025-12-31,25.95,11.45
SDN,Sudan,SD-NK,North Kordofan,Battles,14,24,2025,2025-01-01,2025-12-31,30.21,13.18
SDN,Sudan,SD-NK,North Kordofan,Violence against civilians,7,29,2025,2025-01-01,2025-12-31,30.21,13.18
SDN,Sudan,SD-NK,North Kordofan,Explosions/Remote violence,8,34,2025,2025-01-01,2025-12-31,30.21,13.18
SDN,Sudan,SD-NK,North Kordofan,Riots,4,0,2025,2025-01-01,2025-12-31,30.21,13.18
SDN,Sudan,SD-NK,North Kordofan,Protests,3,0,2025,2025-01-01,2025-12-31,30.21,13.18
SDN,Sudan,SD-SK,South Kordofan,Battles,35,83,2025,2025-01-01,2025-12-31,29.69,11.02
SDN,Sudan,SD-SK,South Kordofan,Violence against civilians,28,108,2025,2025-01-01,2025-12-31,29.69,11.02
SDN,Sudan,SD-SK,South Kordofan,Explosions/Remote violence,17,68,2025,2025-01-01,2025-12-31,29.69,11.02
SDN,Sudan,SD-SK,South Kordofan,Riots,14,3,2025,2025-01-01,2025-12-31,29.69,11.02
SDN,Sudan,SD-SK,South Kordofan,Protests,9,1,2025,2025-01-01,2025-12-31,29.69,11.02
SDN,Sudan,SD-WK,West Kordofan,Battles,11,29,2025,2025-01-01,2025-12-31,28.4,11.78
SDN,Sudan,SD-WK,West Kordofan,Violence against civilians,8,20,2025,2025-01-01,2025-12-31,28.4,11.78
SDN,Sudan,SD-WK,West Kordofan,Explosions/Remote violence,10,16,2025,2025-01-01,2025-12-31,28.4,11.78
SDN,Sudan,SD-WK,West Kordofan,Riots,7,1,2025,2025-01-01,2025-12-31,28.4,11.78
SDN,Sudan,SD-WK,West Kordofan,Protests,3,0,2025,2025-01-01,2025-12-31,28.4,11.78
SDN,Sudan,SD-WH,White Nile,Battles,16,29,2025,2025-01-01,2025-12-31,32.5,12.7
SDN,Sudan,SD-WH,White Nile,Violence against civilians,15,52,2025,2025-01-01,2025-12-31,32.5,12.7
SDN,Sudan,SD-WH,White Nile,Explosions/Remote violence,5,12,2025,2025-01-01,2025-12-31,32.5,12.7
SDN,Sudan,SD-WH,White Nile,Riots,5,0,2025,2025-01-01,2025-12-31,32.5,12.7
SDN,Sudan,SD-WH,White Nile,Protests,3,0,2025,2025-01-01,2025-12-31,32.5,12.7
SDN,Sudan,SD-SI,Sennar,Battles,13,38,2025,2025-01-01,2025-12-31,33.93,13.55
SDN,Sudan,SD-SI,Sennar,Violence against civilians,12,21,2025,2025-01-01,2025-12-31,33.93,13.55
SDN,Sudan,SD-SI,Sennar,Explosions/Remote violence,8,9,2025,2025-01-01,2025-12-31,33.93,13.55
SDN,Sudan,SD-SI,Sennar,Riots,7,1,2025,2025-01-01,2025-12-31,33.93,13.55
SDN,Sudan,SD-SI,Sennar,Protests,3,0,2025,2025-01-01,2025-12-31,33.93,13.55
SDN,Sudan,SD-GD,Blue Nile,Battles,16,53,2025,2025-01-01,2025-12-31,34.35,11.5
SDN,Sudan,SD-GD,Blue Nile,Violence against civilians,12,45,2025,2025-01-01,2025-12-31,34.35,11.5
SDN,Sudan,SD-GD,Blue Nile,Explosions/Remote violence,8,25,2025,2025-01-01,2025-12-31,34.35,11.5
SDN,Sudan,SD-GD,Blue Nile,Riots,8,1,2025,2025-01-01,2025-12-31,34.35,11.5
SDN,Sudan,SD-GD,Blue Nile,Protests,6,1,2025,2025-01-01,2025-12-31,34.35,11.5
SDN,Sudan,SD-AJ,Al Jazirah,Battles,9,21,2025,2025-01-01,2025-12-31,33.1,14.85
SDN,Sudan,SD-AJ,Al Jazirah,Violence against civilians,18,65,2025,2025-01-01,2025-12-31,33.1,14.85
SDN,Sudan,SD-AJ,Al Jazirah,Explosions/Remote violence,10,28,2025,2025-01-01,2025-12-31,33.1,14.85
SDN,Sudan,SD-AJ,Al Jazirah,Riots,7,1,2025,2025-01-01,2025-12-31,33.1,14.85
SDN,Sudan,SD-AJ,Al Jazirah,Protests,3,0,2025,2025-01-01,2025-12-31,33.1,14.85
SDN,Sudan,SD-KH,Khartoum,Battles,22,70,2026,2026-01-01,2026-12-31,32.53,15.59
SDN,Sudan,SD-KH,Khartoum,Violence against civilians,16,68,2026,2026-01-01,2026-12-31,32.53,15.59
SDN,Sudan,SD-KH,Khartoum,Explosions/Remote violence,12,6,2026,2026-01-01,2026-12-31,32.53,15.59
SDN,Sudan,SD-KH,Khartoum,Riots,10,0,2026,2026-01-01,2026-12-31,32.53,15.59
SDN,Sudan,SD-KH,Khartoum,Protests,11,1,2026,2026-01-01,2026-12-31,32.53,15.59
SDN,Sudan,SD-GZ,Gezira,Battles,35,139,2026,2026-01-01,2026-12-31,33.43,14.38
SDN,Sudan,SD-GZ,Gezira,Violence against civilians,27,20,2026,2026-01-01,2026-12-31,33.43,14.38
SDN,Sudan,SD-GZ,Gezira,Explosions/Remote violence,10,13,2026,2026-01-01,2026-12-31,33.43,14.38
SDN,Sudan,SD-GZ,Gezira,Riots,8,1,2026,2026-01-01,2026-12-31,33.43,14.38
SDN,Sudan,SD-GZ,Gezira,Protests,8,0,2026,2026-01-01,2026-12-31,33.43,14.38
SDN,Sudan,SD-KA,Kassala,Battles,15,28,2026,2026-01-01,2026-12-31,36.4,15.45
SDN,Sudan,SD-KA,Kassala,Violence against civilians,9,32,2026,2026-01-01,2026-12-31,36.4,15.45
SDN,Sudan,SD-KA,Kassala,Explosions/Remote violence,7,21,2026,2026-01-01,2026-12-31,36.4,15.45
SDN,Sudan,SD-KA,Kassala,Riots,5,0,2026,2026-01-01,2026-12-31,36.4,15.45
SDN,Sudan,SD-KA,Kassala,Protests,3,0,2026,2026-01-01,2026-12-31,36.4,15.45
SDN,Sudan,SD-RS,Red Sea,Battles,11,48,2026,2026-01-01,2026-12-31,37.22,19.62
SDN,Sudan,SD-RS,Red Sea,Violence against civilians,11,18,2026,2026-01-01,2026-12-31,37.22,19.62
SDN,Sudan,SD-RS,Red Sea,Explosions/Remote violence,6,19,2026,2026-01-01,2026-12-31,37.22,19.62
SDN,Sudan,SD-RS,Red Sea,Riots,5,0,2026,2026-01-01,2026-12-31,37.22,19.62
SDN,Sudan,SD-RS,Red Sea,Protests,6,1,2026,2026-01-01,2026-12-31,37.22,19.62
SDN,Sudan,SD-NO,Northern,Battles,8,25,2026,2026-01-01,2026-12-31,30.35,19.17
SDN,Sudan,SD-NO,Northern,Violence against civilians,9,39,2026,2026-01-01,2026-12-31,30.35,19.17
SDN,Sudan,SD-NO,Northern,Explosions/Remote violence,8,34,2026,2026-01-01,2026-12-31,30.35,19.17
SDN,Sudan,SD-NO,Northern,Riots,6,0,2026,2026-01-01,2026-12-31,30.35,19.17
SDN,Sudan,SD-NO,Northern,Protests,3,0,2026,2026-01-01,2026-12-31,30.35,19.17
SDN,Sudan,SD-RV,River Nile,Battles,12,18,2026,2026-01-01,2026-12-31,33.43,17.61
SDN,Sudan,SD-RV,River Nile,Violence against civilians,11,14,2026,2026-01-01,2026-12-31,33.43,17.61
SDN,Sudan,SD-RV,River Nile,Explosions/Remote violence,7,29,2026,2026-01-01,2026-12-31,33.43,17.61
SDN,Sudan,SD-RV,River Nile,Riots,5,0,2026,2026-01-01,2026-12-31,33.43,17.61
SDN,Sudan,SD-RV,River Nile,Protests,4,0,2026,2026-01-01,2026-12-31,33.43,17.61
SDN,Sudan,SD-NB,North Darfur,Battles,35,91,2026,2026-01-01,2026-12-31,24.88,14.65
SDN,Sudan,SD-NB,North Darfur,Violence against civilians,30,21,2026,2026-01-01,2026-12-31,24.88,14.65
SDN,Sudan,SD-NB,North Darfur,Explosions/Remote violence,16,53,2026,2026-01-01,2026-12-31,24.88,14.65
SDN,Sudan,SD-NB,North Darfur,Riots,8,1,2026,2026-01-01,2026-12-31,24.88,14.65
SDN,Sudan,SD-NB,North Darfur,Protests,6,0,2026,2026-01-01,2026-12-31,24.88,14.65
SDN,Sudan,SD-SB,South Darfur,Battles,37,156,2026,2026-01-01,2026-12-31,24.88,11.5
SDN,Sudan,SD-SB,South Darfur,Violence against civilians,46,110,2026,2026-01-01,2026-12-31,24.88,11.5
SDN,Sudan,SD-SB,South Darfur,Explosions/Remote violence,17,74,2026,2026-01-01,2026-12-31,24.88,11.5
SDN,Sudan,SD-SB,South Darfur,Riots,13,2,2026,2026-01-01,2026-12-31,24.88,11.5
SDN,Sudan,SD-SB,South Darfur,Protests,17,0,2026,2026-01-01,2026-12-31,24.88,11.5
SDN,Sudan,SD-WB,West Darfur,Battles,42,142,2026,2026-01-01,2026-12-31,22.45,12.9
SDN,Sudan,SD-WB,West Darfur,Violence against civilians,48,199,2026,2026-01-01,2026-12-31,22.45,12.9
SDN,Sudan,SD-WB,West Darfur,Explosions/Remote violence,17,68,2026,2026-01-01,2026-12-31,22.45,12.9
